sku,lensType,ODSphere,ODCylinder,ODAxis,ODAdd,OSSphere,OSCylinder,OSAxis,OSAdd,appearance,material,size,tint,addDate
2666,Bifocal,15.50,-2.25,98,3.50,15.50,-2.25,113,3.50,Neutral,-,Medium,N,20160424
2667,Bifocal,3.00,0.00,0,2.25,2.25,0.00,0,2.25,Neutral,Plastic,Large,N,20110510
2668,Single,-2.00,-0.50,80,0.00,-1.50,-0.50,81,0.00,Neutral,-,Medium,N,20150508
2669,Single,3.50,-1.50,109,0.00,3.25,-1.25,82,0.00,Neutral,-,Small,N,20130419
2670,Bifocal,4.00,-1.75,105,2.50,4.00,-1.75,87,2.50,Neutral,Metal,Medium,N,20091028
2671,Bifocal,3.75,-1.75,123,2.50,3.75,-1.75,91,2.50,Feminine,Plastic,Medium,N,20090427
2672,Single,-1.75,-0.25,42,0.00,-2.00,0.00,0,0.00,Neutral,Metal,Small,N,20100920
2673,Bifocal,3.00,-1.75,3,2.25,2.75,-0.75,178,2.25,Neutral,Plastic,Medium,N,20110510
2674,Bifocal,2.75,0.00,0,1.50,2.75,0.00,0,1.50,Neutral,Plastic,Medium,N,20110510
2675,Single,-2.50,0.00,0,0.00,-3.25,-0.25,26,0.00,Neutral,Metal,Small,N,20080706
2676,Single,-2.25,-2.00,12,0.00,-2.25,-1.75,12,0.00,Neutral,-,Small,N,20150508
2677,Bifocal,3.75,-1.75,136,2.00,2.50,-1.25,118,2.00,Feminine,-,Medium,N,20160424
2678,Bifocal,0.00,0.00,0,2.75,1.00,-0.25,58,2.75,Neutral,Metal,Medium,N,20190925
2679,Bifocal,-4.25,0.00,0,1.25,-3.00,-1.00,111,1.25,Neutral,-,Small,N,20140507
2680,Bifocal,1.00,0.00,0,2.50,1.25,0.00,0,2.50,Neutral,Metal,Medium,N,20190925
2681,Single,-1.75,-0.75,177,0.00,-2.75,-1.00,165,0.00,Neutral,-,Medium,N,20120805
2682,Bifocal,0.00,0.00,0,1.50,-1.50,0.00,0,1.50,Feminine,Plastic,Small,N,20190925
2683,Single,1.50,-0.75,80,0.00,3.50,-1.50,90,0.00,Neutral,Metal,Large,N,20190925
2684,Single,2.75,-0.75,110,0.00,2.75,-0.50,70,0.00,Feminine,-,Medium,N,20160424
2685,Single,-1.75,-0.75,161,0.00,-2.50,-1.00,12,0.00,Neutral,Metal,Medium,N,20080706
2686,Bifocal,0.25,-0.75,123,2.75,0.75,-1.50,174,2.75,Neutral,Metal,Large,N,20190925
2687,Single,-1.50,0.00,0,0.00,-1.75,-0.75,170,0.00,Neutral,-,Medium,N,20180423
2688,Bifocal,3.75,-0.75,122,1.00,3.00,-0.50,53,1.00,Neutral,Metal,Medium,N,20091028
2689,Bifocal,3.75,-0.25,98,2.25,3.25,-0.75,90,2.25,Neutral,Metal,Medium,N,20091028
2690,Bifocal,4.00,-0.75,93,4.25,4.25,-1.50,98,4.25,Neutral,Metal,Medium,N,20091028
2691,Bifocal,0.75,-2.25,105,1.75,0.25,-1.25,76,1.75,Neutral,-,Small,N,20160424
2692,Single,-0.25,-0.75,105,0.00,-0.25,-0.75,70,0.00,Neutral,-,Medium,N,20180423
2693,Bifocal,4.00,-1.00,84,2.75,3.25,-1.00,82,2.75,Neutral,Plastic,Medium,N,20091028
2694,Bifocal,3.75,-0.75,79,3.00,2.75,-0.75,59,3.00,Neutral,Metal,Medium,N,20091028
2695,Bifocal,3.00,-0.50,95,2.25,2.00,-0.50,1,2.25,Neutral,Plastic,Medium,N,20090427
2696,Single,-2.75,0.00,0,0.00,-2.50,-0.50,83,0.00,Neutral,Metal,Small,N,20080706
2697,Bifocal,2.75,-1.00,101,1.75,2.50,-0.75,90,1.75,Feminine,Plastic,Medium,N,20090427
2698,Single,-1.25,-0.75,132,0.00,-0.25,-0.75,57,0.00,Neutral,-,Medium,N,20180423
2699,Bifocal,3.50,-1.50,93,2.50,4.25,-0.25,84,2.50,Feminine,-,Large,N,20140620
2700,Bifocal,0.00,-1.75,76,3.00,0.00,-1.25,118,3.00,Neutral,Metal,Small,N,20190925
2701,Single,1.75,-0.50,95,0.00,1.25,-0.50,120,0.00,Neutral,-,Small,N,20130419
2702,Bifocal,2.75,0.00,0,1.75,3.00,-0.50,81,1.75,Neutral,Plastic,Large,N,20110510
2703,Single,3.00,-1.75,97,0.00,3.00,-1.25,90,0.00,Neutral,-,Medium,N,20140620
2704,Bifocal,1.25,-1.75,87,2.75,0.00,-0.25,50,2.75,Neutral,-,Medium,N,20170513
2705,Bifocal,3.00,-0.75,97,2.50,1.75,0.00,0,2.50,Neutral,Plastic,Large,N,20110510
2706,Single,-1.50,-0.25,85,0.00,-2.00,-0.25,95,0.00,Feminine,Plastic,Large,N,20100920
2707,Bifocal,4.00,-1.75,96,3.50,4.00,-2.00,90,3.50,Neutral,Metal,Medium,N,20091028
2708,Single,-0.75,-0.75,90,0.00,-1.25,-0.75,90,0.00,Neutral,-,Small,N,20180423
2709,Bifocal,3.75,-0.50,160,3.25,3.75,-0.50,0,3.25,Neutral,Metal,Medium,N,20091028
2710,Bifocal,1.25,0.00,0,2.00,1.25,0.00,0,2.00,Feminine,Plastic,Medium,N,20190925
2711,Bifocal,5.00,-1.00,94,3.25,4.50,0.00,0,3.25,Neutral,Metal,Medium,N,20091028
2712,Bifocal,2.75,-0.75,33,2.50,3.50,-1.00,147,2.50,Feminine,Metal,Medium,N,20090427
2713,Single,-1.75,0.00,0,0.00,-2.00,0.00,0,0.00,Neutral,Metal,Medium,N,20100920
2714,Bifocal,1.50,-2.00,90,3.50,3.50,-1.00,91,3.50,Neutral,-,Medium,N,20130419
2715,Bifocal,2.00,-0.25,129,3.00,3.25,-0.50,123,3.00,Neutral,-,Medium,N,20160424
2716,Bifocal,3.75,-0.50,97,2.50,3.25,-0.50,87,2.50,Neutral,Metal,Large,N,20090427
2717,Single,-1.50,-1.75,164,0.00,-2.25,-2.00,12,0.00,Neutral,-,Small,N,20120805
2718,Bifocal,0.25,-2.25,100,1.50,0.50,-3.75,80,1.50,Feminine,Metal,Small,N,20190925
2719,Single,2.00,-0.25,80,0.00,-0.75,-0.75,102,0.00,Feminine,Metal,Small,N,20080706
2720,Bifocal,2.75,-0.50,5,2.25,4.75,-2.25,96,2.25,Neutral,Plastic,Large,N,20110510
2721,Bifocal,2.75,-0.25,98,2.25,2.75,-0.25,103,2.25,Neutral,Plastic,Large,N,20110510
2722,Single,2.00,-0.50,62,0.00,3.50,-0.75,124,0.00,Neutral,-,Medium,N,20180423
2723,Single,-2.25,0.00,0,0.00,-1.75,-0.25,88,0.00,Neutral,Plastic,Small,N,20080706
2724,Bifocal,0.00,-2.00,92,2.00,-1.00,-1.25,45,2.00,Neutral,Metal,Small,N,20190925
2725,Single,1.50,-2.50,92,0.00,0.50,-0.75,95,0.00,Neutral,-,Medium,N,20180423
2726,Single,-2.50,0.00,0,0.00,-2.50,-0.50,26,0.00,Neutral,-,Small,N,20180423
2727,Bifocal,2.75,-1.00,67,1.25,2.75,-0.75,103,1.25,Neutral,Metal,Large,N,20110510
2728,Bifocal,5.00,-1.00,95,2.75,5.00,-2.00,50,2.75,Neutral,-,Large,N,20160424
2729,Single,-0.25,-0.50,76,0.00,-1.00,-1.00,93,0.00,Neutral,Metal,Small,N,20100920
2730,Bifocal,0.00,-0.75,89,2.50,-0.75,-1.00,96,2.50,Feminine,Metal,Medium,N,20190925
2731,Bifocal,3.75,-1.00,75,1.25,4.25,-1.00,90,1.25,Neutral,Metal,Medium,N,20090427
2732,Bifocal,2.00,-0.50,81,3.00,1.75,-0.75,92,3.00,Neutral,-,Medium,N,20160424
2733,Bifocal,1.25,-1.00,117,2.75,1.50,-2.00,91,2.75,Neutral,-,Small,N,20130419
2734,Single,-1.75,-0.50,104,0.00,-1.50,-1.00,75,0.00,Neutral,-,Small,N,20120805
2735,Single,0.75,-0.50,16,0.00,0.75,-0.50,173,0.00,Neutral,Plastic,Medium,N,20190925
2736,Bifocal,3.75,-0.50,3,2.50,4.25,-0.75,92,2.50,Neutral,Metal,Medium,N,20091028
2737,Single,-1.00,-0.25,122,0.00,-1.25,-0.25,73,0.00,Neutral,-,Small,N,20120805
2738,Bifocal,1.00,-0.50,142,2.50,0.75,-1.25,180,2.50,Neutral,-,Medium,N,20170513
2739,Bifocal,0.00,-2.00,172,1.75,-0.75,-1.75,93,1.75,Feminine,Metal,Small,N,20190925
2740,Single,-2.50,0.00,0,0.00,-1.50,-1.00,161,0.00,Neutral,-,Medium,N,20150508
2741,Bifocal,3.00,-0.75,175,2.00,2.75,-0.50,15,2.00,Neutral,Metal,Large,N,20110510
2742,Bifocal,3.75,-1.50,95,1.75,4.25,-0.50,76,1.75,Neutral,-,Small,N,20160424
2743,Single,-2.25,-0.25,165,0.00,-2.00,-0.25,142,0.00,Neutral,Metal,Medium,N,20080706
2744,Bifocal,5.25,-0.75,20,2.75,5.00,-1.75,168,2.75,Neutral,-,Large,N,20160424
2745,Bifocal,1.25,-1.00,89,2.50,1.50,-0.50,116,2.50,Feminine,Metal,Medium,N,20190925
2746,Bifocal,3.75,-1.50,85,3.00,3.00,-1.00,86,3.00,Neutral,Plastic,Medium,N,20090427
2747,Single,-2.25,-0.25,85,0.00,-3.75,0.00,0,0.00,Neutral,-,Small,N,20150508
2748,Single,-1.50,-0.25,2,0.00,-2.00,-0.25,9,0.00,Neutral,-,Small,N,20150508
2749,Bifocal,2.75,-1.00,95,2.00,2.00,-0.75,78,2.00,Neutral,Metal,Small,N,20090427
2750,Bifocal,1.00,-0.75,10,2.25,0.75,-0.50,85,2.25,Feminine,Metal,Medium,N,20190925
2751,Single,-1.00,-1.75,105,0.00,-2.00,-2.25,80,0.00,Feminine,-,Small,N,20180423
2752,Bifocal,2.75,-0.50,94,2.25,2.50,-0.50,0,2.25,Neutral,Plastic,Medium,N,20090427
2753,Bifocal,0.25,-1.25,106,1.25,0.25,-1.00,60,1.25,Neutral,-,Medium,N,20170513
2754,Single,-2.00,0.00,0,0.00,-2.25,0.00,0,0.00,Neutral,-,Medium,N,20180423
2755,Bifocal,3.75,-0.50,36,2.25,3.00,0.00,0,2.25,Neutral,Metal,Large,N,20091028
2756,Bifocal,4.25,-1.00,92,2.25,4.00,-1.00,90,2.25,Feminine,Metal,Medium,N,20091028
2757,Single,-2.00,-0.50,130,0.00,-2.50,-0.50,26,0.00,Neutral,Metal,Large,N,20100920
2758,Single,-2.00,-0.50,83,0.00,-2.75,0.00,0,0.00,Neutral,Metal,Medium,N,20100920
2759,Single,-1.75,0.00,0,0.00,-2.00,0.00,0,0.00,Neutral,Metal,Medium,N,20100920
2760,Bifocal,0.50,-0.75,104,2.50,1.25,-0.50,78,2.50,Neutral,-,Medium,N,20170513
2761,Bifocal,0.75,-1.50,110,2.25,0.25,-1.00,74,2.25,Neutral,-,Medium,N,20170513
2762,Bifocal,0.75,0.00,0,2.50,1.75,-0.50,107,2.50,Neutral,-,Medium,N,20170513
2763,Bifocal,1.25,-0.50,125,2.50,0.75,-0.50,164,2.50,Neutral,Metal,Medium,N,20190925
2764,Bifocal,2.75,-0.25,68,1.00,3.00,-0.50,89,1.00,Neutral,Metal,Medium,N,20090427
2765,Bifocal,1.75,-0.25,5,1.75,1.50,-0.50,158,1.75,Feminine,Metal,Small,N,20190925
2766,Bifocal,3.00,-2.25,172,3.00,2.25,-2.00,28,3.00,Neutral,Plastic,Medium,L,20110510
2767,Bifocal,0.75,-1.75,117,1.00,0.25,-1.50,66,1.00,Neutral,-,Small,N,20140507
2768,Bifocal,1.25,-0.75,124,2.50,1.50,-0.25,36,2.50,Neutral,-,Small,N,20140620
2769,Single,-1.50,-0.50,88,0.00,-1.75,-0.50,123,0.00,Neutral,Metal,Small,N,20080706
2770,Bifocal,1.00,-0.25,105,1.25,1.25,-0.50,72,1.25,Neutral,Metal,Medium,N,20091028
2771,Single,-1.50,-1.25,103,0.00,-1.25,-1.25,61,0.00,Neutral,-,Small,N,20120805
2772,Single,-1.50,-0.25,83,0.00,-1.50,-0.25,88,0.00,Neutral,Plastic,Small,N,20080706
2773,Bifocal,3.75,-1.25,88,2.50,3.75,-1.50,90,2.50,Neutral,Metal,Medium,N,20090427
2774,Single,2.00,-1.00,160,0.00,3.00,-0.50,15,0.00,Feminine,-,Medium,N,20180423
2775,Single,-1.75,-0.75,22,0.00,-1.75,-0.75,179,0.00,Neutral,Metal,Small,N,20100920
2776,Bifocal,1.75,-1.00,27,2.50,0.00,-1.00,161,2.50,Neutral,Metal,Medium,N,20190925
2777,Single,-2.25,-1.25,63,0.00,-2.50,-1.50,85,0.00,Neutral,-,Small,N,20150508
2778,Bifocal,3.00,-1.25,78,2.50,2.00,-0.75,73,2.50,Neutral,Plastic,Large,N,20110510
2779,Bifocal,3.00,-0.50,84,2.25,3.00,-0.50,85,2.25,Neutral,Plastic,Large,N,20110510
2780,Single,-2.00,-0.25,6,0.00,-2.00,-0.75,165,0.00,Neutral,Metal,Medium,N,20080706
2781,Bifocal,0.75,-0.75,18,2.50,1.00,-1.50,133,2.50,Feminine,-,Small,N,20170513
2782,Bifocal,4.25,-1.25,99,2.50,3.75,-1.50,118,2.50,Feminine,-,Medium,N,20160424
2783,Single,-2.00,0.00,0,0.00,-3.00,0.00,0,0.00,Neutral,Metal,Medium,N,20080706
2784,Single,-1.25,-1.00,96,0.00,-1.75,-0.25,99,0.00,Neutral,Plastic,Large,N,20080706
2785,Single,-1.75,-0.25,37,0.00,-1.25,-1.00,176,0.00,Neutral,-,Medium,N,20150508
2786,Bifocal,1.25,-0.25,93,2.75,1.25,-0.50,178,2.75,Feminine,Plastic,Medium,N,20190925
2787,Bifocal,1.50,-0.25,19,1.50,1.50,0.00,0,1.50,Feminine,Metal,Medium,N,20190925
2788,Single,-1.25,-2.50,175,0.00,-1.25,-2.00,4,0.00,Neutral,-,Medium,N,20150508
2789,Bifocal,-1.75,-0.75,135,1.50,-1.75,-0.75,17,1.50,Neutral,-,Small,N,20150508
2790,Bifocal,4.25,-2.00,98,2.25,5.75,-2.00,74,2.25,Feminine,Plastic,Small,N,20091028
2791,Bifocal,0.50,-0.25,39,1.50,1.25,-0.25,120,1.50,Feminine,Metal,Medium,N,20190925
2792,Single,2.75,-0.50,10,0.00,1.00,-0.50,169,0.00,Neutral,-,Medium,N,20180423
2793,Single,-1.50,-0.50,103,0.00,-2.00,0.00,0,0.00,Feminine,Plastic,Medium,N,20100920
2794,Bifocal,0.00,-0.50,85,2.75,1.50,-2.25,85,2.75,Feminine,Metal,Medium,N,20190925
2795,Single,-1.50,-0.50,97,0.00,-1.75,-0.25,98,0.00,Neutral,Metal,Medium,N,20100920
2796,Single,1.50,-1.00,91,0.00,1.25,-0.50,86,0.00,Feminine,-,Medium,N,20180423
2797,Bifocal,-2.50,-0.75,95,3.50,-3.50,-0.50,71,3.50,Neutral,-,Medium,N,20150511
2798,Bifocal,2.00,-1.25,64,1.00,1.75,-1.50,110,1.00,Feminine,Plastic,Medium,N,20190925
2799,Bifocal,2.50,-1.50,77,2.50,3.00,-1.50,98,2.50,Neutral,Metal,Large,N,20090822
2800,Bifocal,2.75,-0.50,102,2.00,2.50,-0.25,134,2.00,Feminine,Metal,Small,L,20090427
2801,Bifocal,2.75,0.00,0,1.75,2.25,-0.50,145,1.75,Feminine,Metal,Small,N,20190925
2802,Single,2.25,-1.00,11,0.00,2.00,-1.00,1,0.00,Neutral,-,Small,N,20180423
2803,Bifocal,2.75,-0.50,91,2.75,3.25,0.00,0,2.75,Neutral,Plastic,Medium,N,20110510
2804,Single,-1.50,-0.50,8,0.00,-1.50,-0.50,165,0.00,Feminine,Plastic,Large,N,20100920
2805,Bifocal,-3.50,-0.50,89,1.50,-3.50,-1.50,94,1.50,Neutral,-,Small,N,20140507
2806,Single,-2.25,-0.50,179,0.00,-1.50,-0.50,96,0.00,Neutral,Metal,Medium,N,20081017
2807,Single,-1.25,0.00,0,0.00,-1.25,-0.50,100,0.00,Neutral,-,Medium,N,20180423
2808,Bifocal,-2.50,-0.25,114,1.00,-2.75,0.00,0,1.00,Neutral,-,Small,N,20150511
2809,Bifocal,2.75,-0.75,91,2.00,2.75,-0.50,77,2.00,Neutral,Metal,Medium,N,20090427
2810,Single,0.00,-2.00,90,0.00,0.00,-1.25,100,0.00,Neutral,-,Medium,N,20180423
2811,Bifocal,2.50,-2.00,116,2.50,3.00,-1.75,67,2.50,Neutral,-,Small,N,20160424
2812,Single,-0.75,-2.00,103,0.00,-1.00,-1.50,57,0.00,Neutral,-,Medium,N,20120805
2813,Bifocal,2.50,-1.00,94,2.50,1.75,-0.25,85,2.50,Feminine,Metal,Medium,N,20190925
2814,Single,-2.00,-0.25,74,0.00,-2.25,0.00,0,0.00,Neutral,Metal,Small,N,20100920
2815,Single,-1.00,-0.25,95,0.00,-2.00,-0.25,92,0.00,Feminine,-,Small,N,20120805
2816,Single,-1.25,-0.75,97,0.00,-1.75,-0.50,60,0.00,Feminine,-,Medium,N,20120805
2817,Bifocal,1.50,-0.50,86,2.50,0.50,-0.50,87,2.50,Feminine,Plastic,Large,N,20190925
2818,Single,-1.00,-1.75,103,0.00,-0.50,-1.50,92,0.00,Neutral,-,Small,N,20120805
2819,Bifocal,3.00,-0.75,97,3.00,4.00,-0.75,54,3.00,Neutral,Metal,Medium,N,20110510
2820,Bifocal,1.00,-0.75,105,2.50,1.50,-1.25,61,2.50,Neutral,-,Large,N,20170513
2821,Single,3.25,-1.50,105,0.00,3.75,-2.00,88,0.00,Neutral,-,Medium,N,20180423
2822,Bifocal,3.50,-0.75,163,2.50,2.75,-0.50,9,2.50,Neutral,Metal,Medium,N,20091028
2823,Bifocal,1.00,0.00,0,1.00,2.50,0.00,0,1.00,Neutral,-,Small,N,20170513
2824,Bifocal,0.50,0.00,0,2.25,0.50,-0.50,180,2.25,Feminine,Metal,Medium,N,20190925
2825,Single,-1.75,-0.50,90,0.00,-2.00,-0.50,95,0.00,Neutral,-,Medium,N,20180423
2826,Bifocal,3.50,-0.75,103,2.75,3.25,-0.50,71,2.75,Feminine,Plastic,Medium,N,20090428
2827,Single,-1.50,-0.75,85,0.00,-1.75,0.00,0,0.00,Neutral,Metal,Large,N,20100920
2828,Bifocal,1.50,-0.75,105,1.75,1.50,-0.25,55,1.75,Feminine,Plastic,Medium,N,20190925
2829,Single,-1.25,0.00,0,0.00,-1.50,-0.25,178,0.00,Neutral,-,Small,N,20120805
2830,Single,-0.50,-1.25,127,0.00,-0.75,-1.25,44,0.00,Feminine,Plastic,Large,N,20100920
2831,Single,-0.50,-1.50,64,0.00,-0.50,-1.75,107,0.00,Neutral,Metal,Medium,N,20100920
2832,Bifocal,1.75,-0.75,90,2.25,2.50,-1.25,103,2.25,Feminine,Plastic,Medium,N,20190925
2833,Bifocal,3.50,-0.50,99,1.25,3.00,-0.50,9,1.25,Neutral,Metal,Medium,N,20090428
2834,Bifocal,1.00,-0.75,71,2.50,1.00,-0.25,103,2.50,Neutral,Metal,Medium,N,20190925
2835,Bifocal,0.00,0.00,0,2.50,1.25,-1.50,36,2.50,Neutral,Metal,Small,N,20190925
2836,Bifocal,2.50,0.00,0,1.75,2.50,0.00,0,1.75,Feminine,Metal,Medium,N,20190925
2837,Bifocal,0.75,-0.25,101,2.00,0.75,-1.25,80,2.00,Neutral,-,Small,N,20140620
2838,Single,-1.25,-0.50,95,0.00,-1.25,-0.50,90,0.00,Neutral,-,Medium,N,20120805
2839,Single,-0.75,-1.00,118,0.00,-0.50,-1.00,65,0.00,Neutral,-,Medium,N,20120805
2840,Bifocal,2.00,-1.50,74,2.50,0.50,-0.50,76,2.50,Neutral,-,Small,N,20160424
2841,Single,-1.50,-0.75,99,0.00,-2.00,-0.75,77,0.00,Neutral,Metal,Medium,N,20100920
2842,Single,-0.75,-0.75,176,0.00,-1.75,-1.25,66,0.00,Neutral,-,Small,N,20120805
2843,Bifocal,3.00,0.00,0,2.50,3.50,-0.50,66,2.50,Neutral,Plastic,Medium,N,20110510
2844,Bifocal,0.75,-0.75,102,3.00,0.00,-0.50,86,3.00,Feminine,Plastic,Large,N,20190925
2845,Single,1.50,-0.75,95,0.00,1.25,-1.00,75,0.00,Neutral,-,Large,N,20180423
2846,Single,-0.50,-1.50,12,0.00,0.00,-0.75,3,0.00,Neutral,-,Medium,N,20180423
2847,Bifocal,0.75,0.00,0,0.50,0.75,0.00,0,0.50,Neutral,-,Small,N,20170513
2848,Bifocal,1.75,0.00,0,2.25,1.50,-0.50,8,2.25,Neutral,Metal,Medium,N,20190925
2849,Bifocal,2.75,-0.50,33,2.75,3.25,-0.50,137,2.75,Neutral,Metal,Medium,N,20090822
2850,Bifocal,0.00,-0.75,124,1.50,0.50,-0.75,64,1.50,Neutral,-,Medium,N,20170513
2851,Bifocal,3.25,-2.00,21,4.00,1.75,0.00,0,4.00,Neutral,-,Large,N,20140620
2852,Bifocal,2.50,-0.25,65,2.25,2.25,-0.25,67,2.25,Neutral,-,Small,N,20160424
2853,Bifocal,-4.00,-0.50,112,1.25,-3.75,0.00,0,1.25,Neutral,-,Small,N,20140507
2854,Single,2.50,-0.50,12,0.00,2.25,-0.50,174,0.00,Neutral,-,Small,N,20150511
2855,Bifocal,3.25,-1.25,103,2.75,3.25,-1.25,66,2.75,Neutral,Metal,Large,N,20110510
2856,Bifocal,-5.75,-1.00,82,1.50,-6.00,-0.75,87,1.50,Neutral,-,Large,N,20130419
2857,Single,-1.00,0.00,0,0.00,-1.50,0.00,0,0.00,Neutral,-,Medium,N,20120805
2858,Bifocal,3.50,0.00,0,2.25,3.00,0.00,0,2.25,Neutral,Plastic,Large,N,20091114
2859,Bifocal,-2.75,-1.75,8,2.00,-2.25,-1.25,143,2.00,Neutral,-,Small,N,20140507
2860,Bifocal,-4.50,-1.75,173,2.25,-4.75,-1.25,15,2.25,Neutral,-,Medium,N,20140507
2861,Single,0.50,-1.25,87,0.00,0.25,-1.00,79,0.00,Neutral,-,Small,N,20180423
2862,Single,3.50,-0.75,179,0.00,2.75,-1.25,163,0.00,Neutral,-,Medium,N,20150511
2863,Single,2.00,-1.00,93,0.00,2.00,-0.50,80,0.00,Neutral,-,Medium,N,20180423
2864,Single,-0.50,-2.00,90,0.00,-0.75,-1.25,115,0.00,Neutral,-,Small,N,20180423
2865,Bifocal,0.50,0.00,0,0.75,0.50,0.00,0,0.75,Neutral,Metal,Small,N,20190925
2866,Single,-2.00,-0.25,97,0.00,-1.50,-0.50,118,0.00,Neutral,Metal,Small,N,20080706
2867,Bifocal,2.75,0.00,0,3.00,2.50,-0.25,100,3.00,Neutral,-,Small,N,20150511
2868,Bifocal,3.25,0.00,0,2.75,3.25,0.00,0,2.75,Neutral,Plastic,Medium,N,20110510
2869,Bifocal,0.50,-2.00,90,1.75,0.75,-1.75,90,1.75,Neutral,Plastic,Medium,N,20190925
2870,Bifocal,2.50,-0.50,141,2.50,2.75,-0.50,62,2.50,Neutral,Metal,Medium,N,20190925
2871,Bifocal,3.50,0.00,0,2.25,3.75,-1.00,82,2.25,Neutral,Metal,Large,N,20091029
2872,Single,-7.75,-1.00,25,0.00,-8.00,-1.00,130,0.00,Neutral,Metal,Medium,N,20011114
2873,Bifocal,-2.50,-0.75,85,1.75,-2.25,-1.50,127,1.75,Neutral,-,Large,N,20130419
2874,Bifocal,1.00,0.00,0,2.50,1.25,-1.00,94,2.50,Feminine,Metal,Medium,N,20190925
2875,Bifocal,3.50,-1.25,101,2.75,3.00,-1.25,90,2.75,Neutral,Plastic,Medium,N,20090428
2876,Bifocal,2.25,0.00,0,2.25,0.75,0.00,0,2.25,Neutral,Metal,Large,N,20190925
2877,Single,0.00,-0.75,145,0.00,0.00,-1.00,35,0.00,Neutral,-,Medium,N,20180423
2878,Bifocal,2.75,-0.75,82,2.50,2.25,-1.00,102,2.50,Neutral,Metal,Large,N,20190925
2879,Bifocal,3.50,-1.50,46,2.50,3.50,-0.75,113,2.50,Neutral,Metal,Medium,N,20090428
2880,Single,1.50,-0.50,91,0.00,1.50,-0.75,120,0.00,Neutral,-,Medium,N,20180423
2881,Bifocal,-8.00,-0.75,11,3.00,-8.50,-2.00,177,3.00,Neutral,-,Medium,N,20140507
2882,Bifocal,0.25,-1.50,101,2.25,0.00,-1.25,84,2.25,Neutral,-,Medium,N,20170513
2883,Single,3.00,-1.00,106,0.00,2.75,-0.75,80,0.00,Neutral,-,Small,N,20150511
2884,Bifocal,-2.00,-0.25,36,1.00,-0.75,-0.50,151,1.00,Neutral,-,Small,N,20140507
2885,Bifocal,-6.00,-0.75,31,3.00,-7.25,-1.25,9,3.00,Feminine,-,Small,N,20140507
2886,Bifocal,1.25,0.00,0,2.50,1.50,0.00,0,2.50,Feminine,Plastic,Medium,N,20190925
2887,Bifocal,1.50,0.00,0,2.50,2.00,0.00,0,2.50,Feminine,Metal,Large,N,20190925
2888,Bifocal,0.75,0.00,0,1.75,2.75,-0.25,160,1.75,Neutral,Plastic,Large,N,20110510
2889,Bifocal,3.25,-1.75,90,2.50,3.50,-2.00,93,2.50,Neutral,Plastic,Large,N,20110510
2890,Bifocal,0.00,-2.25,87,2.75,-1.00,-1.50,88,2.75,Neutral,Metal,Medium,N,20190925
2891,Bifocal,3.50,-1.00,99,2.00,3.00,-0.25,86,2.00,Neutral,Metal,Medium,N,20091029
2892,Bifocal,3.25,-0.50,80,2.75,3.50,0.00,0,2.75,Neutral,Plastic,Medium,N,20110510
2893,Bifocal,2.75,-1.00,61,3.25,3.25,-1.00,89,3.25,Neutral,-,Small,N,20150511
2894,Bifocal,3.50,-1.50,179,2.50,3.50,-0.25,23,2.50,Feminine,Metal,Medium,N,20090428
2895,Bifocal,-5.25,-0.75,51,2.00,-6.25,-0.25,130,2.00,Neutral,-,Medium,N,20140507
2896,Bifocal,2.50,-1.00,113,1.75,2.25,-0.50,80,1.75,Neutral,-,Small,N,20160424
2897,Single,-1.25,-0.50,86,0.00,-1.25,-0.50,86,0.00,Neutral,Metal,Medium,N,20080706
2898,Single,0.75,-1.00,90,0.00,0.25,-1.50,90,0.00,Neutral,-,Large,N,20180423
2899,Bifocal,2.00,-0.50,121,2.50,2.25,-1.00,74,2.50,Neutral,-,Small,N,20150511
2900,Bifocal,3.50,-0.25,95,2.25,3.75,-0.75,79,2.25,Neutral,Metal,Medium,N,20090428
2901,Bifocal,-4.25,-0.50,136,1.25,-4.50,-1.25,9,1.25,Neutral,-,Small,N,20140507
2902,Bifocal,1.50,-1.50,101,2.50,1.25,0.00,0,2.50,Feminine,Metal,Medium,N,20190925
2903,Single,0.75,-0.50,63,0.00,1.00,-0.50,113,0.00,Feminine,-,Small,N,20180423
2904,Single,-1.25,-1.00,84,0.00,-1.25,-1.00,93,0.00,Neutral,Metal,Small,N,20080706
2905,Bifocal,2.50,-1.00,66,2.75,2.00,-1.25,136,2.75,Neutral,-,Medium,N,20160424
2906,Single,2.00,0.00,0,0.00,1.00,-0.50,97,0.00,Neutral,-,Medium,N,20180423
2907,Single,2.50,-2.25,92,0.00,1.50,-2.25,86,0.00,Neutral,-,Small,N,20150511
2908,Bifocal,1.50,-1.75,104,3.00,1.50,-1.75,12,3.00,Neutral,-,Small,N,20130419
2909,Bifocal,2.50,-0.50,92,2.25,2.75,0.00,0,2.25,Neutral,-,Medium,N,20160424
2910,Single,2.00,-0.25,114,0.00,1.75,-0.50,93,0.00,Neutral,-,Small,N,20150511
2911,Bifocal,-2.75,-1.50,53,2.50,3.00,-1.00,102,2.50,Neutral,-,Medium,N,20130419
2912,Bifocal,3.50,-0.75,153,2.50,4.50,-1.00,19,2.50,Feminine,Plastic,Medium,N,20091029
2913,Single,1.00,-0.50,160,0.00,1.25,-1.50,165,0.00,Neutral,-,Small,N,20180423
